date,cases(t+14),confirmed,calls(t),complaint(t),Awareness,Larviciding,Fogging,irs,Ovi_Trap,Dewatering,Tyres,water_leakage,Debris,FishSeed,Adult_Mosquitoes,irs_patient,cluster
06/01/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
06/02/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
06/03/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
06/04/2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
06/05/2013,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
06/06/2013,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
06/07/2013,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
06/08/2013,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,1
06/09/2013,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,1
06/10/2013,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,1
06/11/2013,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,1
06/12/2013,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1
06/13/2013,0,0,0,0,2,0,0,0,0,4,7,0,0,0,0,0,1
06/14/2013,0,0,0,0,2,0,0,0,0,4,12,0,0,0,0,0,1
06/15/2013,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,1
06/16/2013,0,0,0,0,0,1,0,0,0,6,13,0,0,0,0,0,1
06/17/2013,0,0,0,0,0,1,0,0,0,22,13,0,0,0,0,0,1
06/18/2013,0,0,0,0,0,1,0,0,0,22,13,0,0,0,0,0,1
06/19/2013,0,0,0,0,1,1,0,1,0,22,13,0,0,0,0,0,1
06/20/2013,0,0,0,0,1,1,0,1,0,20,6,0,0,0,0,0,1
06/21/2013,0,0,0,0,1,1,0,1,0,20,1,0,0,0,0,0,1
06/22/2013,0,0,0,0,1,1,0,1,0,20,1,0,0,0,0,0,1
06/23/2013,0,0,0,0,1,0,0,1,0,16,0,0,0,0,0,0,1
06/24/2013,0,0,0,0,1,0,0,15,1,0,0,0,0,0,0,0,1
06/25/2013,0,0,0,0,1,2,0,17,1,0,0,0,0,0,0,0,1
06/26/2013,0,0,0,0,0,3,0,17,2,0,0,0,0,0,0,0,1
06/27/2013,0,0,0,0,0,3,0,17,2,0,0,0,0,0,0,0,1
06/28/2013,0,0,0,0,0,3,0,17,2,0,0,0,0,0,0,0,1
06/29/2013,0,0,0,0,0,3,0,17,2,0,0,0,0,0,0,0,1
06/30/2013,0,0,0,0,0,3,0,17,2,0,0,0,0,0,0,0,1
07/01/2013,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,1
07/02/2013,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
07/03/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
07/04/2013,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1
07/05/2013,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1
07/06/2013,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1
07/07/2013,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1
07/08/2013,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1
07/09/2013,0,0,0,0,2,1,0,2,0,1,7,0,0,0,0,0,1
07/10/2013,0,0,0,0,3,6,0,2,1,2,11,0,0,0,0,0,1
07/11/2013,0,0,0,0,4,6,0,2,1,2,5,0,0,0,0,0,1
07/12/2013,0,0,0,0,4,6,0,2,1,2,5,0,0,0,0,0,1
07/13/2013,0,0,0,0,4,6,0,2,1,2,5,0,0,0,0,0,1
07/14/2013,0,0,0,0,4,6,0,2,1,2,5,0,0,0,0,0,1
07/15/2013,0,0,0,0,4,6,0,2,1,2,4,0,0,0,0,0,1
07/16/2013,0,0,0,0,2,7,0,2,1,1,4,0,0,0,0,0,1
07/17/2013,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,1
07/18/2013,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
07/19/2013,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
07/20/2013,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
07/21/2013,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
07/22/2013,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1
07/23/2013,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
07/24/2013,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,1
07/25/2013,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,1
07/26/2013,0,0,0,0,0,2,0,3,0,0,5,0,0,0,0,0,1
07/27/2013,0,0,0,0,1,6,0,3,0,0,5,0,0,0,0,0,1
07/28/2013,0,0,0,0,1,6,0,3,0,0,5,0,0,0,0,0,1
07/29/2013,0,0,0,0,1,5,0,3,0,0,5,0,0,0,0,0,1
07/30/2013,0,0,0,0,1,5,0,2,0,1,5,0,0,0,0,0,1
07/31/2013,0,0,0,0,1,9,0,3,0,2,5,0,0,0,0,0,1
08/01/2013,0,0,0,0,1,9,0,3,0,3,3,0,0,0,0,0,1
08/02/2013,0,0,0,0,1,9,0,1,0,3,2,0,0,0,0,0,1
08/03/2013,0,0,0,0,0,7,0,1,0,3,2,0,0,0,0,0,1
08/04/2013,0,0,0,0,0,7,0,1,0,3,2,0,0,0,0,0,1
08/05/2013,0,0,0,0,0,7,0,1,0,6,1,0,0,0,0,0,1
08/06/2013,0,0,0,0,0,7,0,1,0,5,1,0,0,0,0,0,1
08/07/2013,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1
08/08/2013,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1
08/09/2013,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1
08/10/2013,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,1
08/11/2013,0,0,0,0,1,2,0,2,0,7,0,0,0,0,0,0,1
08/12/2013,0,0,0,0,1,2,0,3,0,4,0,0,0,0,0,0,1
08/13/2013,0,0,0,0,1,7,0,5,0,4,0,0,0,0,0,0,1
08/14/2013,0,0,0,0,1,6,0,5,0,7,12,0,0,0,0,0,1
08/15/2013,0,0,0,0,1,7,0,5,0,6,12,0,0,0,0,0,1
08/16/2013,0,0,0,0,1,12,0,8,0,6,12,0,0,0,0,0,1
08/17/2013,0,0,0,0,1,12,0,9,0,21,26,0,0,0,0,0,1
08/18/2013,0,0,0,0,1,14,0,10,0,20,26,0,0,0,0,0,1
08/19/2013,0,0,0,0,2,25,0,11,0,20,30,0,0,0,0,0,1
08/20/2013,0,0,0,0,5,23,0,10,0,28,30,0,0,0,0,0,1
08/21/2013,0,0,0,0,5,31,0,12,0,25,19,0,0,0,0,0,1
08/22/2013,0,0,0,0,5,34,0,13,0,27,19,0,0,0,0,0,1
08/23/2013,0,0,0,0,5,32,0,11,0,27,22,0,0,0,0,0,1
08/24/2013,0,0,0,0,4,35,0,12,0,11,10,0,0,0,0,0,1
08/25/2013,0,0,0,0,6,32,0,9,0,12,10,0,0,0,0,0,1
08/26/2013,0,0,0,0,5,24,0,8,0,13,7,0,0,0,0,0,1
08/27/2013,0,0,0,0,2,25,0,7,0,16,12,0,0,1,0,0,1
08/28/2013,0,0,0,0,2,20,0,5,0,27,13,0,0,1,0,0,1
08/29/2013,0,0,0,0,2,22,1,5,0,28,15,0,0,1,0,0,1
08/30/2013,0,0,0,0,5,20,1,7,0,29,12,0,0,1,0,0,1
08/31/2013,0,0,0,0,5,31,1,8,0,31,15,0,0,1,0,0,1
09/01/2013,0,0,0,0,3,35,1,10,0,29,16,0,0,1,0,0,1
09/02/2013,0,0,0,0,4,36,1,14,0,28,20,0,0,1,0,0,1
09/03/2013,0,0,0,0,4,36,1,18,0,22,18,0,0,0,0,0,1
09/04/2013,0,0,0,0,4,42,1,22,0,18,16,0,0,0,0,0,1
09/05/2013,0,0,0,0,5,47,0,21,0,16,14,0,0,1,0,0,1
09/06/2013,0,0,0,0,2,54,0,20,0,16,17,0,0,1,0,0,1
09/07/2013,0,1,0,0,2,42,0,25,0,15,13,0,0,1,0,0,1
09/08/2013,0,0,0,0,2,46,1,32,0,15,12,0,0,1,0,0,1
09/09/2013,0,0,0,0,1,48,1,49,1,17,8,0,0,1,0,0,1
09/10/2013,0,0,0,0,3,53,1,54,1,21,9,0,0,1,0,0,1
09/11/2013,0,0,0,0,7,47,1,59,1,14,10,0,0,1,0,0,1
09/12/2013,0,0,0,0,8,45,1,68,1,23,11,0,0,0,0,0,1
09/13/2013,0,0,0,0,8,40,1,70,1,22,9,0,0,0,0,0,1
09/14/2013,0,0,0,0,10,44,1,76,1,21,8,0,0,0,0,0,1
09/15/2013,0,0,0,0,13,37,0,67,1,21,8,0,0,0,0,0,1
09/16/2013,0,1,0,0,13,41,0,46,0,26,8,0,0,0,0,0,1
09/17/2013,0,0,0,0,15,44,0,46,0,19,6,0,0,0,0,0,1
09/18/2013,0,1,0,0,39,49,0,45,0,19,8,0,0,0,0,0,1
09/19/2013,0,0,0,0,39,51,0,51,0,15,9,0,0,0,0,0,1
09/20/2013,0,0,0,0,40,62,0,56,0,16,8,0,0,0,0,0,1
09/21/2013,0,0,0,0,38,63,0,42,1,16,11,0,0,0,0,0,1
09/22/2013,0,0,0,0,35,62,0,42,1,16,11,0,0,0,0,0,1
09/23/2013,0,1,0,0,35,53,1,43,1,9,15,0,0,0,0,0,1
09/24/2013,0,0,0,0,36,43,1,39,1,7,13,0,0,0,0,0,1
09/25/2013,0,1,0,0,11,43,1,31,1,8,15,0,0,0,0,0,1
09/26/2013,0,0,0,0,11,48,1,18,3,5,30,0,0,2,0,0,1
09/27/2013,0,0,0,0,11,36,1,9,3,7,37,0,0,2,0,0,1
09/28/2013,0,1,0,0,14,32,1,11,2,7,34,0,0,2,0,0,1
09/29/2013,0,0,0,0,14,33,1,11,2,7,36,0,0,2,0,0,1
09/30/2013,0,0,0,0,14,34,0,9,2,15,32,0,0,2,0,0,1
10/01/2013,0,0,0,0,9,32,0,4,2,15,33,0,0,2,0,0,1
10/02/2013,0,0,0,0,6,24,0,4,2,14,29,0,0,2,0,0,1
10/03/2013,0,1,0,0,4,8,0,2,0,11,14,0,0,7,0,0,1
10/04/2013,0,1,0,0,3,6,0,9,0,8,7,0,0,9,0,0,1
10/05/2013,0,1,0,0,1,15,0,23,0,9,11,0,0,9,0,0,1
10/06/2013,0,1,0,0,1,20,0,25,1,9,9,0,0,9,0,0,1
10/07/2013,0,0,0,0,1,24,0,25,1,1,8,0,0,9,0,0,1
10/08/2013,0,1,0,0,1,26,0,25,1,1,11,0,0,9,0,0,1
10/09/2013,0,0,0,0,3,27,0,27,1,1,13,0,0,11,0,0,1
10/10/2013,0,0,0,0,5,31,0,31,1,1,17,0,0,4,0,0,1
10/11/2013,0,0,0,0,5,32,0,27,2,1,20,0,0,2,0,0,1
10/12/2013,0,2,0,0,9,26,0,12,2,4,18,0,0,2,0,0,1
10/13/2013,0,0,0,0,9,20,0,10,1,4,18,0,0,2,0,0,1
10/14/2013,0,0,0,0,16,20,0,25,1,4,19,0,0,2,0,0,1
10/15/2013,0,1,0,0,16,18,0,31,1,4,15,0,0,2,0,0,1
10/16/2013,0,0,0,0,14,17,0,29,1,4,12,0,0,0,0,0,1
10/17/2013,0,0,0,0,12,13,0,25,1,4,6,0,0,0,0,0,1
10/18/2013,0,0,0,0,14,14,0,22,0,4,3,0,0,1,0,0,1
10/19/2013,0,0,0,0,11,13,0,27,0,0,3,0,0,1,0,0,1
10/20/2013,0,0,0,0,13,18,0,31,0,1,3,0,0,1,0,0,1
10/21/2013,0,1,0,0,8,16,0,16,0,1,5,0,0,1,0,0,1
10/22/2013,0,1,0,0,9,18,0,10,0,8,5,0,0,1,0,0,1
10/23/2013,0,2,0,0,10,29,0,18,0,9,7,0,0,1,0,0,1
10/24/2013,0,1,0,0,10,30,0,19,0,9,8,0,0,1,0,0,1
10/25/2013,0,1,0,0,8,30,0,21,0,9,12,0,0,0,0,0,1
10/26/2013,0,1,0,0,6,26,5,16,0,14,11,0,0,0,0,0,1
10/27/2013,0,0,0,0,4,21,6,12,0,13,19,0,0,0,0,0,1
10/28/2013,0,1,0,0,4,19,6,12,0,13,18,0,0,0,0,0,1
10/29/2013,0,2,0,0,8,20,6,63,0,32,26,0,0,0,0,0,1
10/30/2013,0,2,0,0,25,13,6,102,0,32,28,0,0,0,0,0,1
10/31/2013,0,2,0,0,27,21,6,158,0,33,30,0,0,2,0,0,1
11/01/2013,0,4,0,0,35,35,6,177,0,42,31,0,0,2,0,0,1
11/02/2013,0,2,0,0,41,45,1,188,0,48,44,0,0,3,0,0,1
11/03/2013,0,0,0,0,122,56,1,197,0,58,46,0,0,5,0,0,1
11/04/2013,0,2,0,0,130,59,1,206,0,67,50,0,0,5,0,0,1
11/05/2013,0,1,0,0,148,67,3,170,0,45,47,0,0,5,0,0,1
11/06/2013,0,2,0,0,143,64,18,163,0,50,58,0,0,8,0,0,1
11/07/2013,0,4,0,0,168,56,18,134,0,54,69,0,0,6,0,0,1
11/08/2013,0,3,0,0,187,52,28,140,0,46,70,0,0,6,0,0,1
11/09/2013,0,2,0,0,196,45,38,176,1,37,72,0,0,6,0,0,1
11/10/2013,0,1,0,0,129,36,54,193,1,34,65,0,0,4,0,0,1
11/11/2013,0,3,0,0,131,36,56,212,1,26,71,0,0,4,0,0,1
11/12/2013,0,3,0,0,110,25,61,227,1,25,67,0,0,4,0,0,1
11/13/2013,0,1,0,0,118,26,50,204,1,23,52,0,0,1,0,0,1
11/14/2013,0,3,0,0,95,25,50,177,1,18,40,0,0,1,0,0,1
11/15/2013,0,2,0,0,68,13,40,150,1,17,35,0,0,1,0,0,1
11/16/2013,0,3,0,0,76,12,31,134,0,17,36,0,0,0,0,0,1
11/17/2013,0,1,0,0,75,13,19,168,0,13,42,0,0,0,0,0,1
11/18/2013,0,4,0,0,66,10,18,154,0,14,47,0,0,0,0,0,1
11/19/2013,0,3,0,0,67,11,23,139,0,14,48,0,0,0,0,0,1
11/20/2013,0,2,0,0,51,11,29,143,0,13,60,0,0,0,0,0,1
11/21/2013,0,2,0,0,53,14,46,162,0,13,59,0,0,0,0,0,1
11/22/2013,0,1,0,0,56,16,54,171,0,14,65,0,0,0,0,0,1
11/23/2013,0,3,0,0,49,17,60,170,0,13,56,0,0,0,0,0,1
11/24/2013,0,1,0,0,37,15,64,119,0,11,48,0,0,0,0,0,1
11/25/2013,0,3,0,0,45,17,73,148,0,18,31,0,0,0,0,0,1
11/26/2013,0,0,0,0,72,17,64,144,0,17,37,0,0,0,0,0,1
11/27/2013,0,2,0,0,95,22,60,137,0,14,42,0,0,0,0,0,1
11/28/2013,0,2,0,0,99,21,67,178,0,18,52,0,0,0,0,0,1
11/29/2013,0,0,0,0,106,25,63,192,0,22,66,0,0,0,0,0,1
11/30/2013,0,1,0,0,94,24,57,172,0,23,58,0,0,0,0,0,1
12/01/2013,0,1,0,0,93,27,48,164,0,22,58,0,0,0,0,0,1
12/02/2013,0,2,0,0,82,29,47,138,0,13,63,0,0,0,0,0,1
12/03/2013,0,1,0,0,62,30,44,154,0,13,61,0,0,1,0,0,1
12/04/2013,0,1,0,0,48,30,38,189,0,20,54,0,0,1,0,0,1
12/05/2013,0,1,0,0,56,30,14,144,0,16,49,0,0,1,0,0,1
12/06/2013,0,2,0,0,57,27,10,133,0,13,28,0,0,1,0,0,1
12/07/2013,0,1,0,0,53,30,19,130,0,11,44,0,0,1,0,0,1
12/08/2013,0,0,0,0,53,31,29,140,0,15,54,0,0,1,0,0,1
12/09/2013,0,1,0,0,58,29,27,132,0,16,67,0,0,1,0,0,1
12/10/2013,0,0,0,0,69,33,33,111,0,17,87,0,0,0,0,0,1
12/11/2013,0,1,0,0,74,31,46,63,0,13,84,0,0,3,0,0,1
12/12/2013,0,1,0,0,79,33,64,53,0,14,78,0,0,3,0,0,1
12/13/2013,0,1,0,0,173,31,82,50,0,13,82,0,0,3,0,0,1
12/14/2013,0,0,0,0,175,26,92,42,0,13,66,0,0,3,0,0,1
12/15/2013,0,0,0,0,175,22,82,35,0,9,55,0,0,3,0,0,1
12/16/2013,0,0,0,0,226,18,106,44,0,15,37,0,0,3,0,0,1
12/17/2013,0,1,0,0,231,14,112,42,0,17,46,0,0,3,0,0,1
12/18/2013,0,0,0,0,237,9,104,42,0,17,39,0,0,1,0,0,1
12/19/2013,0,0,0,0,246,6,91,36,0,18,87,0,0,1,0,0,1
12/20/2013,0,0,0,0,157,6,77,29,0,26,83,0,0,1,0,0,1
12/21/2013,0,0,0,0,155,8,62,30,0,26,99,0,0,1,0,0,1
12/22/2013,0,0,0,0,155,8,62,26,0,26,99,0,0,1,0,0,1
12/23/2013,0,1,0,0,102,9,31,16,0,20,99,0,0,1,0,0,1
12/24/2013,0,0,0,0,77,7,19,12,0,15,64,0,0,1,0,0,1
12/25/2013,0,0,0,0,67,7,14,11,0,12,64,0,0,0,0,0,1
12/26/2013,0,0,0,0,51,6,10,11,0,12,16,0,0,0,0,0,1
12/27/2013,0,0,0,0,56,6,6,9,0,4,16,0,0,0,0,0,1
12/28/2013,0,0,0,0,56,3,1,8,0,9,0,0,0,0,0,0,1
12/29/2013,0,0,0,0,56,2,1,8,0,9,0,0,0,0,0,0,1
12/30/2013,0,0,0,0,58,3,1,0,0,11,3,0,0,0,0,0,1
12/31/2013,0,0,0,0,66,3,1,0,1,11,4,0,0,0,0,0,1
06/01/2013,0,0,0,0,51,3,1,0,1,11,4,0,0,0,0,0,2
06/02/2013,0,0,0,0,35,3,0,0,1,9,4,0,0,0,0,0,2
06/03/2013,0,0,0,0,14,6,0,0,1,8,4,0,0,0,0,0,2
06/04/2013,0,0,0,0,14,6,0,0,1,3,4,0,0,0,0,0,2
06/05/2013,0,0,0,0,14,6,0,0,1,3,5,0,0,0,0,0,2
06/06/2013,0,0,0,0,9,4,0,0,1,0,2,0,0,0,0,0,2
06/07/2013,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2
06/08/2013,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2
06/09/2013,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2
06/10/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
06/11/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
06/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
06/13/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
06/14/2013,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,2
06/15/2013,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,2
06/16/2013,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,2
06/17/2013,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,2
06/18/2013,0,0,0,0,0,1,0,0,0,10,2,0,0,0,0,0,2
06/19/2013,0,0,0,0,0,4,0,0,0,11,2,0,0,0,0,0,2
06/20/2013,0,0,0,0,0,5,0,0,0,11,2,0,0,0,0,0,2
06/21/2013,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,2
06/22/2013,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,2
06/23/2013,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,0,2
06/24/2013,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,2
06/25/2013,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,2
06/26/2013,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,2
06/27/2013,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2
06/28/2013,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,2
06/29/2013,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,0,2
06/30/2013,0,0,0,0,0,0,0,1,0,8,4,0,0,0,0,0,2
07/01/2013,0,0,0,0,0,0,0,1,0,8,8,0,0,0,0,0,2
07/02/2013,0,0,0,0,1,0,0,1,0,9,8,0,0,0,0,0,2
07/03/2013,0,0,0,0,1,0,0,1,0,5,8,0,0,0,0,0,2
07/04/2013,0,0,0,0,1,0,0,1,0,5,8,0,0,0,0,0,2
07/05/2013,0,0,0,0,1,0,0,1,0,4,4,0,0,0,0,0,2
07/06/2013,0,0,0,0,1,0,0,0,0,4,4,0,0,0,0,0,2
07/07/2013,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,2
07/08/2013,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,2
07/09/2013,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,2
07/10/2013,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,2
07/11/2013,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,2
07/12/2013,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,2
07/13/2013,0,0,0,0,0,5,0,0,0,1,10,0,0,0,0,0,2
07/14/2013,0,0,0,0,0,5,0,0,0,1,10,0,0,0,0,0,2
07/15/2013,0,0,0,0,0,4,0,0,0,1,11,0,0,0,0,0,2
07/16/2013,0,0,0,0,0,7,0,1,0,1,8,0,0,0,0,0,2
07/17/2013,0,0,0,0,0,9,0,2,0,2,1,0,0,0,0,0,2
07/18/2013,0,0,0,0,0,13,0,2,0,4,1,0,0,0,0,0,2
07/19/2013,0,0,0,0,0,14,0,2,0,4,1,0,0,0,0,0,2
07/20/2013,0,0,0,0,0,12,0,2,0,4,1,0,0,0,0,0,2
07/21/2013,0,0,0,0,0,12,0,2,0,5,1,0,0,0,0,0,2
07/22/2013,0,0,0,0,0,14,0,2,0,5,0,0,0,0,0,0,2
07/23/2013,0,0,0,0,0,12,0,1,0,6,0,0,0,0,0,0,2
07/24/2013,0,0,0,0,0,16,0,0,0,5,5,0,0,0,0,0,2
07/25/2013,0,0,0,0,0,14,0,0,0,3,33,0,0,0,0,0,2
07/26/2013,0,0,0,0,0,15,0,0,0,3,33,0,0,0,0,0,2
07/27/2013,0,0,0,0,7,15,0,0,0,2,33,0,0,0,0,0,2
07/28/2013,0,0,0,0,7,16,0,0,0,2,33,0,0,0,0,0,2
07/29/2013,0,0,0,0,7,20,0,0,0,2,33,0,0,0,0,0,2
07/30/2013,0,0,0,0,8,19,0,0,0,4,33,0,0,0,0,0,2
07/31/2013,0,0,0,0,8,13,0,0,0,4,28,0,0,0,0,0,2
08/01/2013,0,0,0,0,10,11,0,0,0,4,0,0,0,0,0,0,2
08/02/2013,0,0,0,0,10,9,0,0,0,4,0,0,0,0,0,0,2
08/03/2013,0,0,0,0,4,11,0,0,0,6,0,0,0,0,0,0,2
08/04/2013,0,0,0,0,4,9,0,0,0,6,0,0,0,0,0,0,2
08/05/2013,0,0,0,0,4,5,0,0,0,6,0,0,0,0,0,0,2
08/06/2013,0,0,0,0,3,5,0,0,0,3,0,0,0,0,0,0,2
08/07/2013,0,0,0,0,3,8,0,0,0,5,0,0,0,0,0,0,2
08/08/2013,0,0,0,0,3,10,0,0,0,9,0,0,0,0,0,0,2
08/09/2013,0,0,0,0,4,10,0,0,0,10,0,0,0,0,0,0,2
08/10/2013,0,0,0,0,3,9,0,0,0,8,2,0,0,4,0,0,2
08/11/2013,0,0,0,0,3,10,0,0,0,9,8,0,0,4,0,0,2
08/12/2013,0,0,0,0,6,11,0,1,0,11,9,0,0,4,0,0,2
08/13/2013,0,0,0,0,6,19,0,1,0,11,9,0,0,4,0,0,2
08/14/2013,0,0,0,0,6,16,0,1,0,9,9,0,0,4,0,0,2
08/15/2013,0,0,0,0,7,16,0,1,0,10,9,0,0,4,0,0,2
08/16/2013,0,0,0,0,14,25,0,1,0,12,9,0,0,4,0,0,2
08/17/2013,0,0,0,0,17,24,0,1,0,15,15,0,0,0,0,0,2
08/18/2013,0,0,0,0,37,24,1,1,0,13,9,0,0,0,0,0,2
08/19/2013,0,0,0,0,39,24,1,1,0,15,8,0,0,0,0,0,2
08/20/2013,0,0,0,0,40,19,5,1,0,15,8,0,0,0,0,0,2
08/21/2013,0,0,0,0,40,25,7,3,0,18,8,0,0,0,0,0,2
08/22/2013,0,0,0,0,37,32,7,5,0,15,12,0,0,0,0,0,2
08/23/2013,0,0,0,0,32,27,7,9,0,12,15,0,0,0,0,0,2
08/24/2013,0,0,0,0,31,30,7,15,0,12,8,0,0,2,0,0,2
08/25/2013,0,0,0,0,11,29,6,15,0,12,8,0,0,2,0,0,2
08/26/2013,0,0,0,0,6,27,6,14,0,8,11,0,0,2,0,0,2
08/27/2013,0,0,0,0,5,28,2,14,0,8,13,0,0,2,0,0,2
08/28/2013,0,0,0,0,6,27,0,12,0,6,13,0,0,2,0,0,2
08/29/2013,0,0,0,0,6,24,0,10,0,5,9,0,0,2,0,0,2
08/30/2013,0,0,0,0,4,29,0,6,0,7,10,0,0,2,0,0,2
08/31/2013,0,0,0,0,4,32,0,1,0,6,10,0,0,0,0,0,2
09/01/2013,0,0,0,0,5,41,0,1,0,10,10,0,0,0,0,0,2
09/02/2013,0,0,0,0,5,49,0,1,0,10,8,0,0,0,0,0,2
09/03/2013,0,0,0,0,5,68,0,2,0,11,6,0,0,0,0,0,2
09/04/2013,0,1,0,0,4,76,0,2,0,10,7,0,0,0,0,0,2
09/05/2013,0,0,0,0,4,75,3,3,0,10,11,0,0,0,0,0,2
09/06/2013,0,0,0,0,3,77,3,3,0,8,7,0,0,0,0,0,2
09/07/2013,0,0,0,0,1,81,3,6,0,7,11,0,0,0,0,0,2
09/08/2013,0,1,0,0,0,75,3,6,0,4,14,0,0,0,0,0,2
09/09/2013,0,1,0,0,0,88,3,10,0,5,17,0,0,0,0,0,2
09/10/2013,0,0,0,0,8,73,3,13,0,4,17,0,0,0,0,0,2
09/11/2013,0,0,0,0,8,60,3,21,0,4,17,0,0,0,0,0,2
09/12/2013,0,0,0,0,9,59,0,20,1,4,16,0,0,0,0,0,2
09/13/2013,0,0,0,0,9,57,0,21,1,4,19,0,0,0,0,0,2
09/14/2013,0,0,0,0,9,53,0,21,1,3,15,0,0,0,0,0,2
09/15/2013,0,0,0,0,9,50,0,22,1,3,12,0,0,0,0,0,2
09/16/2013,0,0,0,0,10,32,0,18,1,7,8,0,0,0,0,0,2
09/17/2013,0,0,0,0,2,27,0,17,1,8,9,0,0,0,0,0,2
09/18/2013,0,0,0,0,2,41,0,10,1,9,9,0,0,0,0,0,2
09/19/2013,0,0,0,0,1,55,0,10,0,9,8,0,0,0,0,0,2
09/20/2013,0,0,0,0,4,57,0,9,1,9,5,0,0,0,0,0,2
09/21/2013,0,0,0,0,4,57,0,5,1,9,7,0,0,0,0,0,2
09/22/2013,0,0,0,0,4,57,0,4,3,9,13,0,0,0,0,0,2
09/23/2013,0,0,0,0,3,63,0,4,3,4,18,0,0,0,0,0,2
09/24/2013,0,1,0,0,5,61,0,1,5,4,18,0,0,0,0,0,2
09/25/2013,0,0,0,0,5,50,0,0,5,4,17,0,0,0,0,0,2
09/26/2013,0,0,0,0,6,44,0,3,5,4,19,0,0,0,0,0,2
09/27/2013,0,0,0,0,4,41,0,3,4,4,19,0,0,0,0,0,2
09/28/2013,0,0,0,0,4,34,0,3,4,4,16,0,0,0,0,0,2
09/29/2013,0,0,0,0,4,34,0,3,2,3,10,0,0,0,0,0,2
09/30/2013,0,0,0,0,4,31,0,3,2,3,5,0,0,0,0,0,2
10/01/2013,0,0,0,0,2,30,0,3,0,2,4,0,0,0,0,0,2
10/02/2013,0,0,0,0,2,35,0,3,0,1,5,0,0,0,0,0,2
