"(9L,)",51,3
"(9L,)",39,5
"(9L,)",38,4
"(9L,)",59,1
"(9L,)",48,28
"(9L,)",49,3
"(9L,)",37,8
"(9L,)",44,13
"(9L,)",56,10
"(9L,)",42,15
"(9L,)",40,8
"(9L,)",52,2
"(9L,)",16,6
"(9L,)",5,2
"(4L,)",152,166
"(4L,)",113,4
"(4L,)",70,18
"(4L,)",133,1
"(4L,)",131,5
"(4L,)",130,61
"(4L,)",137,4
"(4L,)",136,8
"(4L,)",135,91
"(4L,)",134,8
"(4L,)",80,7
"(4L,)",138,1
"(4L,)",139,8
"(4L,)",84,5
"(4L,)",26,7
"(4L,)",23,39
"(4L,)",43,9
"(4L,)",1,1
"(4L,)",0,20
"(4L,)",3,5
"(4L,)",2,1
"(4L,)",5,2
"(4L,)",4,5
"(4L,)",7,20
"(4L,)",9,9
"(4L,)",8,4
"(4L,)",146,6
"(4L,)",145,3
"(4L,)",142,6
"(4L,)",143,2
"(4L,)",141,8
"(4L,)",99,5
"(4L,)",76,13
"(4L,)",108,6
"(4L,)",124,1
"(4L,)",126,10
"(4L,)",127,48
"(4L,)",128,9
"(4L,)",129,3
"(4L,)",95,1
"(4L,)",97,41
"(4L,)",39,5
"(4L,)",12,20
"(4L,)",14,8
"(4L,)",98,2
"(4L,)",55,4
"(4L,)",32,9
"(4L,)",31,2
"(4L,)",30,2
"(4L,)",63,5
"(10L,)",152,166
"(10L,)",29,4
"(10L,)",115,11
"(10L,)",88,1
"(10L,)",130,61
"(10L,)",110,3
"(10L,)",67,15
"(10L,)",83,7
"(10L,)",139,8
"(10L,)",87,8
"(10L,)",84,5
"(10L,)",85,6
"(10L,)",26,7
"(10L,)",27,8
"(10L,)",95,1
"(10L,)",28,7
"(10L,)",43,9
"(10L,)",40,8
"(10L,)",94,2
"(10L,)",0,20
"(10L,)",129,3
"(10L,)",97,41
"(10L,)",78,4
"(10L,)",99,5
"(10L,)",98,2
"(10L,)",108,6
"(10L,)",126,10
"(10L,)",127,48
"(10L,)",102,3
"(10L,)",103,3
"(10L,)",100,28
"(10L,)",101,3
"(10L,)",106,31
"(10L,)",107,4
"(10L,)",104,1
"(10L,)",105,7
"(10L,)",10,17
"(10L,)",13,9
"(10L,)",12,20
"(10L,)",18,8
"(10L,)",30,2
"(10L,)",89,11
"(5L,)",113,4
"(5L,)",133,1
"(5L,)",132,33
"(5L,)",131,5
"(5L,)",116,25
"(5L,)",137,4
"(5L,)",136,8
"(5L,)",135,91
"(5L,)",134,8
"(5L,)",139,8
"(5L,)",87,8
"(5L,)",84,5
"(5L,)",118,4
"(5L,)",1,1
"(5L,)",0,20
"(5L,)",146,6
"(5L,)",142,6
"(5L,)",120,3
"(5L,)",121,4
"(5L,)",75,3
"(5L,)",126,10
"(5L,)",127,48
"(5L,)",128,9
"(5L,)",129,3
"(5L,)",97,41
"(5L,)",10,17
"(5L,)",12,20
"(5L,)",117,6
"(5L,)",35,2
"(5L,)",111,4
"(5L,)",110,3
"(16L,)",152,166
"(16L,)",15,10
"(16L,)",141,8
"(16L,)",43,9
"(16L,)",1,1
"(16L,)",3,5
"(16L,)",2,1
"(16L,)",5,2
"(16L,)",4,5
"(16L,)",9,9
"(11L,)",113,4
"(11L,)",133,1
"(11L,)",132,33
"(11L,)",131,5
"(11L,)",130,61
"(11L,)",137,4
"(11L,)",135,91
"(11L,)",134,8
"(11L,)",139,8
"(11L,)",138,1
"(11L,)",26,7
"(11L,)",23,39
"(11L,)",28,7
"(11L,)",143,2
"(11L,)",141,8
"(11L,)",120,3
"(11L,)",76,13
"(11L,)",126,10
"(11L,)",127,48
"(11L,)",128,9
"(11L,)",129,3
"(11L,)",95,1
"(11L,)",97,41
"(11L,)",12,20
"(11L,)",117,6
"(11L,)",116,25
"(6L,)",138,1
"(6L,)",52,2
"(6L,)",152,166
"(6L,)",126,10
"(6L,)",42,15
"(6L,)",70,18
"(6L,)",115,11
"(6L,)",68,12
"(6L,)",89,11
"(6L,)",97,41
"(6L,)",67,15
"(6L,)",82,8
"(6L,)",69,32
"(6L,)",80,7
"(6L,)",81,8
"(6L,)",86,8
"(6L,)",85,6
"(6L,)",25,3
"(6L,)",26,7
"(6L,)",27,8
"(6L,)",23,39
"(6L,)",46,5
"(6L,)",45,13
"(6L,)",28,7
"(6L,)",29,4
"(6L,)",40,8
"(6L,)",41,5
"(6L,)",1,1
"(6L,)",0,20
"(6L,)",2,1
"(6L,)",129,3
"(6L,)",4,5
"(6L,)",7,20
"(6L,)",9,9
"(6L,)",8,4
"(6L,)",96,1
"(6L,)",124,1
"(6L,)",128,9
"(6L,)",83,7
"(6L,)",77,11
"(6L,)",76,13
"(6L,)",75,3
"(6L,)",38,4
"(6L,)",73,10
"(6L,)",72,22
"(6L,)",71,33
"(6L,)",30,2
"(6L,)",102,3
"(6L,)",103,3
"(6L,)",92,3
"(6L,)",106,31
"(6L,)",107,4
"(6L,)",79,26
"(6L,)",78,4
"(6L,)",11,7
"(6L,)",10,17
"(6L,)",13,9
"(6L,)",12,20
"(6L,)",15,10
"(6L,)",14,8
"(6L,)",55,4
"(6L,)",18,8
"(6L,)",31,2
"(6L,)",49,3
"(6L,)",36,66
"(6L,)",34,5
"(6L,)",99,5
"(6L,)",74,5
"(6L,)",94,2
"(6L,)",111,4
"(17L,)",145,3
"(17L,)",142,6
"(17L,)",14,8
"(17L,)",48,28
"(17L,)",141,8
"(17L,)",63,5
"(17L,)",137,4
"(17L,)",135,91
"(12L,)",1,1
"(12L,)",27,8
"(12L,)",120,3
"(12L,)",121,4
"(12L,)",117,6
"(12L,)",12,20
"(12L,)",111,4
"(12L,)",110,3
"(12L,)",112,12
"(7L,)",152,166
"(7L,)",54,2
"(7L,)",22,9
"(7L,)",29,4
"(7L,)",60,1
"(7L,)",52,2
"(7L,)",24,9
"(7L,)",25,3
"(7L,)",21,4
"(7L,)",48,28
"(7L,)",23,39
"(7L,)",46,5
"(7L,)",47,9
"(7L,)",44,13
"(7L,)",45,13
"(7L,)",43,9
"(7L,)",40,8
"(7L,)",41,5
"(7L,)",1,1
"(7L,)",2,1
"(7L,)",59,1
"(7L,)",95,1
"(7L,)",97,41
"(7L,)",58,9
"(7L,)",10,17
"(7L,)",39,5
"(7L,)",38,4
"(7L,)",15,10
"(7L,)",14,8
"(7L,)",17,1
"(7L,)",16,6
"(7L,)",55,4
"(7L,)",18,8
"(7L,)",31,2
"(7L,)",56,10
"(7L,)",37,8
"(7L,)",36,66
"(7L,)",35,2
"(7L,)",34,5
"(7L,)",19,6
"(7L,)",32,9
"(18L,)",22,9
"(18L,)",115,11
"(18L,)",81,8
"(18L,)",24,9
"(18L,)",25,3
"(18L,)",26,7
"(18L,)",27,8
"(18L,)",21,4
"(18L,)",48,28
"(18L,)",23,39
"(18L,)",47,9
"(18L,)",44,13
"(18L,)",29,4
"(18L,)",1,1
"(18L,)",5,2
"(18L,)",9,9
"(18L,)",8,4
"(18L,)",77,11
"(18L,)",75,3
"(18L,)",74,5
"(18L,)",73,10
"(18L,)",72,22
"(18L,)",11,7
"(18L,)",13,9
"(18L,)",12,20
"(18L,)",15,10
"(18L,)",14,8
"(18L,)",17,1
"(18L,)",16,6
"(18L,)",55,4
"(18L,)",18,8
"(18L,)",31,2
"(18L,)",30,2
"(18L,)",36,66
"(18L,)",35,2
"(18L,)",19,6
"(18L,)",54,2
"(13L,)",138,1
"(13L,)",113,4
"(13L,)",112,12
"(13L,)",115,11
"(13L,)",117,6
"(13L,)",89,11
"(13L,)",137,4
"(13L,)",135,91
"(13L,)",67,15
"(13L,)",82,8
"(13L,)",69,32
"(13L,)",80,7
"(13L,)",81,8
"(13L,)",86,8
"(13L,)",118,4
"(13L,)",84,5
"(13L,)",85,6
"(13L,)",25,3
"(13L,)",101,3
"(13L,)",63,5
"(13L,)",95,1
"(13L,)",29,4
"(13L,)",41,5
"(13L,)",1,1
"(13L,)",0,20
"(13L,)",8,4
"(13L,)",78,4
"(13L,)",87,8
"(13L,)",83,7
"(13L,)",77,11
"(13L,)",108,6
"(13L,)",72,22
"(13L,)",71,33
"(13L,)",70,18
"(13L,)",102,3
"(13L,)",103,3
"(13L,)",100,28
"(13L,)",92,3
"(13L,)",106,31
"(13L,)",79,26
"(13L,)",105,7
"(13L,)",11,7
"(13L,)",39,5
"(13L,)",30,2
"(13L,)",88,1
"(13L,)",116,25
"(13L,)",111,4
"(13L,)",90,2
"(19L,)",42,15
"(19L,)",24,9
"(19L,)",26,7
"(19L,)",27,8
"(19L,)",21,4
"(19L,)",23,39
"(19L,)",44,13
"(19L,)",28,7
"(19L,)",29,4
"(19L,)",41,5
"(19L,)",1,1
"(19L,)",3,5
"(19L,)",2,1
"(19L,)",5,2
"(19L,)",4,5
"(19L,)",7,20
"(19L,)",9,9
"(19L,)",8,4
"(19L,)",73,10
"(19L,)",71,33
"(19L,)",11,7
"(19L,)",10,17
"(19L,)",13,9
"(19L,)",12,20
"(19L,)",59,1
"(19L,)",14,8
"(19L,)",17,1
"(19L,)",19,6
"(19L,)",32,9
"(19L,)",31,2
"(19L,)",30,2
"(19L,)",37,8
"(19L,)",36,66
"(19L,)",35,2
"(19L,)",34,5
"(14L,)",152,166
"(14L,)",42,15
"(14L,)",127,48
"(14L,)",29,4
"(14L,)",115,11
"(14L,)",128,9
"(14L,)",131,5
"(14L,)",130,61
"(14L,)",64,12
"(14L,)",67,15
"(14L,)",80,7
"(14L,)",118,4
"(14L,)",26,7
"(14L,)",27,8
"(14L,)",21,4
"(14L,)",48,28
"(14L,)",44,13
"(14L,)",45,13
"(14L,)",28,7
"(14L,)",43,9
"(14L,)",41,5
"(14L,)",1,1
"(14L,)",0,20
"(14L,)",2,1
"(14L,)",4,5
"(14L,)",9,9
"(14L,)",8,4
"(14L,)",96,1
"(14L,)",51,3
"(14L,)",77,11
"(14L,)",76,13
"(14L,)",75,3
"(14L,)",72,22
"(14L,)",126,10
"(14L,)",70,18
"(14L,)",102,3
"(14L,)",129,3
"(14L,)",92,3
"(14L,)",95,1
"(14L,)",94,2
"(14L,)",97,41
"(14L,)",78,4
"(14L,)",10,17
"(14L,)",39,5
"(14L,)",12,20
"(14L,)",59,1
"(14L,)",58,9
"(14L,)",98,2
"(14L,)",55,4
"(14L,)",54,2
"(14L,)",31,2
"(14L,)",56,10
"(14L,)",37,8
"(14L,)",52,2
"(14L,)",99,5
"(14L,)",32,9
"(14L,)",57,2
