date,cases(t+14),confirmed(t),calls(t),complaint(t),Awareness,Larviciding,Fogging,irs,Ovi_Trap,Dewatering,Tyres,water_leakage,FishSeed,Adult_Mosquitoes,irs_patient,town
9/10/2011,21,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1
9/11/2011,22,0,76,11,0,0,0,0,0,0,0,0,0,0,0,1
9/12/2011,24,0,72,20,0,0,0,0,0,0,0,0,0,0,0,1
9/13/2011,15,0,59,23,0,0,0,0,0,0,0,0,0,0,0,1
9/14/2011,19,0,76,27,0,0,0,0,0,0,0,0,0,0,0,1
9/15/2011,22,0,95,26,0,0,0,0,0,0,0,0,0,0,0,1
9/16/2011,46,0,118,33,0,0,0,0,0,0,0,0,0,0,0,1
9/17/2011,106,0,92,31,0,0,0,0,0,0,0,0,0,0,0,1
9/18/2011,140,0,67,12,0,0,0,0,0,0,0,0,0,0,0,1
9/19/2011,165,0,85,26,0,0,0,0,0,0,0,0,0,0,0,1
9/20/2011,194,0,84,12,0,0,0,0,0,0,0,0,0,0,0,1
9/21/2011,207,0,29,34,0,0,0,0,0,0,0,0,0,0,0,1
9/22/2011,194,0,85,48,0,0,0,0,0,0,0,0,0,0,0,1
9/23/2011,197,0,73,29,0,0,0,0,0,0,0,0,0,0,0,1
9/24/2011,209,0,62,35,0,0,0,0,0,0,0,0,0,0,0,1
9/25/2011,197,0,83,28,0,0,0,0,0,0,0,0,0,0,0,1
9/26/2011,194,0,78,35,0,0,0,0,0,0,0,0,0,0,0,1
9/27/2011,172,0,64,24,0,0,0,0,0,0,0,0,0,0,0,1
9/28/2011,161,0,68,25,0,0,0,0,0,0,0,0,0,0,0,1
9/29/2011,162,0,74,25,0,0,0,0,0,0,0,0,0,0,0,1
9/30/2011,165,0,67,13,0,0,0,0,0,0,0,0,0,0,0,1
10/1/2011,151,0,59,9,0,0,0,0,0,0,0,0,0,0,0,1
10/2/2011,149,0,57,8,0,0,0,0,0,0,0,0,0,0,0,1
10/3/2011,142,0,73,15,0,0,0,0,0,0,0,0,0,0,0,1
10/4/2011,118,0,65,11,0,0,0,0,0,0,0,0,0,0,0,1
10/5/2011,111,0,67,8,0,0,0,0,0,0,0,0,0,0,0,1
10/6/2011,122,0,69,7,0,0,0,0,0,0,0,0,0,0,0,1
10/7/2011,122,0,11,10,0,0,0,0,0,0,0,0,0,0,0,1
10/8/2011,122,0,3,7,0,0,0,0,0,0,0,0,0,0,0,1
10/9/2011,116,0,28,2,0,0,0,0,0,0,0,0,0,0,0,1
10/10/2011,117,0,44,6,0,0,0,0,0,0,0,0,0,0,0,1
10/11/2011,109,0,32,4,0,0,0,0,0,0,0,0,0,0,0,1
10/12/2011,118,0,42,6,0,0,0,0,0,0,0,0,0,0,0,1
10/13/2011,116,0,9,5,0,0,0,0,0,0,0,0,0,0,0,1
10/14/2011,118,0,8,7,0,0,0,0,0,0,0,0,0,0,0,1
10/15/2011,115,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1
10/16/2011,102,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1
10/17/2011,83,0,3,8,0,0,0,0,0,0,0,0,0,0,0,1
10/18/2011,70,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1
10/19/2011,60,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1
10/20/2011,66,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1
10/21/2011,73,0,64,4,0,0,0,0,0,0,0,0,0,0,0,1
10/22/2011,64,0,67,2,0,0,0,0,0,0,0,0,0,0,0,1
10/23/2011,66,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1
10/24/2011,60,0,88,0,0,0,0,0,0,0,0,0,0,0,0,1
10/25/2011,39,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
10/26/2011,25,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
10/27/2011,30,0,27,2,0,0,0,0,0,0,0,0,0,0,0,1
10/28/2011,27,0,23,1,0,0,0,0,0,0,0,0,0,0,0,1
10/29/2011,29,0,56,1,0,0,0,0,0,0,0,0,0,0,0,1
10/30/2011,28,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1
10/31/2011,35,0,44,1,0,0,0,0,0,0,0,0,0,0,0,1
11/1/2011,25,0,11,1,0,0,0,0,0,0,0,0,0,0,0,1
11/2/2011,23,0,64,1,0,0,0,0,0,0,0,0,0,0,0,1
11/3/2011,20,0,61,1,0,0,0,0,0,0,0,0,0,0,0,1
11/4/2011,19,0,41,3,0,0,0,0,0,0,0,0,0,0,0,1
11/5/2011,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1
11/6/2011,13,0,44,0,0,0,0,0,0,0,0,0,0,0,0,1
11/7/2011,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/8/2011,17,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1
11/9/2011,19,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1
11/10/2011,22,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
11/11/2011,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11/12/2011,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11/13/2011,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/14/2011,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/15/2011,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11/16/2011,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11/17/2011,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/18/2011,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/19/2011,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
11/20/2011,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/21/2011,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/22/2011,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/23/2011,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/24/2011,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/25/2011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/26/2011,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
11/27/2011,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/28/2011,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11/29/2011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11/30/2011,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/1/2011,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
12/2/2011,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/3/2011,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/4/2011,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/5/2011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/6/2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/7/2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/8/2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/9/2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/10/2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/11/2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/12/2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/13/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/14/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/15/2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/16/2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/17/2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/18/2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/19/2011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/20/2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/21/2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/22/2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/23/2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/24/2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/25/2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/26/2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/27/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/28/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/29/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/30/2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12/31/2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/1/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/2/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/3/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/4/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/5/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/6/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/7/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/8/2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1/9/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/10/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/11/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/12/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/13/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/14/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/15/2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/16/2012,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/17/2012,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/18/2012,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/19/2012,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/20/2012,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/21/2012,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1/22/2012,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/23/2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/24/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/25/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/26/2012,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1/27/2012,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/28/2012,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/29/2012,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/30/2012,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/31/2012,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2/1/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/2/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/3/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/4/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/5/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/6/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/7/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/8/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/9/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2/10/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/11/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/12/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/13/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/14/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/15/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/16/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/17/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/18/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/19/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/20/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2/21/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/22/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/23/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2/24/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/25/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/26/2012,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2/27/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/28/2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/29/2012,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/1/2012,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3/2/2012,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/3/2012,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/4/2012,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/5/2012,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3/6/2012,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3/7/2012,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/8/2012,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3/9/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/10/2012,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/11/2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/12/2012,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3/13/2012,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3/14/2012,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/15/2012,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3/16/2012,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3/17/2012,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/18/2012,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3/19/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3/20/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/21/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3/22/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/23/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3/24/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3/25/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/26/2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3/27/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/28/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/29/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/30/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3/31/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/1/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4/2/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4/3/2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
4/4/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4/5/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/6/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/7/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/8/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/9/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/10/2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4/11/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/12/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/13/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/14/2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
4/15/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/16/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/17/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/18/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/19/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/20/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/21/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/22/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/23/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/24/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/25/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4/26/2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
4/27/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/28/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/29/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/30/2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
5/1/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/2/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5/3/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/4/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/5/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5/6/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/7/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/8/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/9/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/10/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/11/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/12/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/13/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/14/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5/15/2012,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5/16/2012,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/17/2012,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/18/2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/19/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/20/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/21/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/22/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/23/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/24/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/25/2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/26/2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/27/2012,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/28/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/29/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/30/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/31/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/1/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/2/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/3/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/4/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/5/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/6/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/7/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/8/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/9/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6/10/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6/11/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/12/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/13/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/14/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/15/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/16/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/17/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/18/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/19/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/20/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/21/2012,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
6/22/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/23/2012,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
6/24/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/25/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/26/2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6/27/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/28/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/29/2012,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6/30/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7/1/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7/2/2012,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
7/3/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7/4/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7/5/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7/6/2012,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
7/7/2012,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
7/8/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7/9/2012,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1
7/10/2012,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
7/11/2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7/12/2012,1,0,3,0,2,10,0,0,0,2,0,0,0,0,0,1
7/13/2012,1,0,2,0,18,0,0,0,0,0,0,0,0,0,0,1
7/14/2012,1,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1
7/15/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7/16/2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
7/17/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7/18/2012,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7/19/2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7/20/2012,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1
7/21/2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7/22/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7/23/2012,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1
7/24/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7/25/2012,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1
7/26/2012,3,0,1,0,1,15,0,0,0,1,0,0,0,0,0,1
7/27/2012,2,0,0,0,2,7,0,0,0,0,2,0,0,0,0,1
7/28/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7/29/2012,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
7/30/2012,1,0,0,0,4,15,0,0,0,1,0,0,4,0,0,1
7/31/2012,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1
8/1/2012,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8/2/2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8/3/2012,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1
8/4/2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8/5/2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8/6/2012,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1
8/7/2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
8/8/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8/9/2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8/10/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8/11/2012,0,0,0,0,0,43,0,0,0,1,0,0,0,0,0,1
8/12/2012,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1
8/13/2012,0,0,0,0,0,1,0,0,0,7,1,1,1,0,0,1
8/14/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8/15/2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8/16/2012,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8/17/2012,3,0,0,0,0,21,0,0,0,3,1,1,0,0,0,1
8/18/2012,5,0,4,0,1,0,0,0,0,1,0,0,0,0,0,1
8/19/2012,4,0,1,0,5,15,1,0,0,1,0,0,0,0,0,1
8/20/2012,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8/21/2012,3,0,2,0,0,20,0,0,0,0,0,0,0,0,0,1
8/22/2012,3,0,4,0,1,30,0,0,0,0,0,0,0,0,0,1
8/23/2012,2,0,0,0,1,19,0,0,0,1,1,0,0,0,0,1
8/24/2012,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
8/25/2012,3,0,4,0,0,7,0,0,0,0,0,1,0,0,0,1
8/26/2012,3,0,3,0,4,0,0,0,0,1,0,0,0,0,0,1
8/27/2012,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
8/28/2012,3,0,4,0,3,13,0,0,0,0,0,0,1,0,0,1
8/29/2012,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
8/30/2012,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
