date,cases(t+14),confirmed(t),calls(t),complaint(t),Awareness,Larviciding,Fogging,irs,Ovi_Trap,Dewatering,Tyres,water_leakage,FishSeed,Adult_Mosquitoes,irs_patient,town
2/11/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2/12/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2/13/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2/14/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2/15/2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
2/16/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2/17/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2/18/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
2/19/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2/20/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2/21/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2/22/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2/23/2012,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5
2/24/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
2/25/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
2/26/2012,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
2/27/2012,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,5
2/28/2012,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,5
2/29/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3/1/2012,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5
3/2/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3/3/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3/4/2012,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
3/5/2012,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5
3/6/2012,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5
3/7/2012,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5
3/8/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3/9/2012,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,5
3/10/2012,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5
3/11/2012,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3/12/2012,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
3/13/2012,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5
3/14/2012,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
3/15/2012,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
3/16/2012,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
3/17/2012,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
3/18/2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3/19/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
3/20/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
3/21/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3/22/2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
3/23/2012,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
3/24/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3/25/2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
3/26/2012,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5
3/27/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3/28/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
3/29/2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
3/30/2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
3/31/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4/1/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4/2/2012,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5
4/3/2012,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5
4/4/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4/5/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4/6/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4/7/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4/8/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4/9/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4/10/2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
4/11/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4/12/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
4/13/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
4/14/2012,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5
4/15/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
4/16/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
4/17/2012,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
4/18/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4/19/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
4/20/2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
4/21/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
4/22/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4/23/2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
4/24/2012,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5
4/25/2012,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5
4/26/2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
4/27/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
4/28/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4/29/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4/30/2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
5/1/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5/2/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
5/3/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
5/4/2012,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
5/5/2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5/6/2012,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
5/7/2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5/8/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5/9/2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
5/10/2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
5/11/2012,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
5/12/2012,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
5/13/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5/14/2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
5/15/2012,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5/16/2012,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5/17/2012,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5/18/2012,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5/19/2012,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5/20/2012,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5/21/2012,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
5/22/2012,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5
5/23/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5/24/2012,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
5/25/2012,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5/26/2012,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5/27/2012,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5/28/2012,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
5/29/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5/30/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
5/31/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6/1/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6/2/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6/3/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6/4/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6/5/2012,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
6/6/2012,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
6/7/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
6/8/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6/9/2012,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
6/10/2012,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
6/11/2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6/12/2012,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
6/13/2012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6/14/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6/15/2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
6/16/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
6/17/2012,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
6/18/2012,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
6/19/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
6/20/2012,2,0,0,0,1,0,0,0,0,5,0,0,12,0,0,5
6/21/2012,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,5
6/22/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6/23/2012,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
6/24/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6/25/2012,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5
6/26/2012,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,5
6/27/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6/28/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6/29/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6/30/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7/1/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7/2/2012,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,5
7/3/2012,0,0,0,0,2,0,0,0,0,3,1,2,4,0,0,5
7/4/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
7/5/2012,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,5
7/6/2012,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5
7/7/2012,3,0,4,0,1,0,0,0,0,2,0,1,1,0,0,5
7/8/2012,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5
7/9/2012,7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5
7/10/2012,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
7/11/2012,21,0,7,0,2,0,0,0,0,0,0,0,0,0,0,5
7/12/2012,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
7/13/2012,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
7/14/2012,20,0,1,0,0,0,0,0,0,0,0,0,9,0,0,5
7/15/2012,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
7/16/2012,4,0,4,0,0,0,0,0,0,3,0,0,8,0,0,5
7/17/2012,3,0,0,0,0,0,0,0,0,1,1,0,6,0,0,5
7/18/2012,4,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5
7/19/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
7/20/2012,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,5
7/21/2012,1,0,0,0,1,3,0,0,0,0,0,5,0,0,0,5
7/22/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
7/23/2012,1,0,0,0,3,5,0,1,0,1,0,1,0,0,0,5
7/24/2012,2,0,1,0,0,6,0,0,0,1,0,1,6,0,0,5
7/25/2012,4,0,1,0,1,7,0,0,0,1,6,1,2,0,0,5
7/26/2012,5,0,0,0,1,6,0,0,0,0,0,0,0,0,0,5
7/27/2012,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5
7/28/2012,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7/29/2012,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
7/30/2012,5,0,1,0,1,5,0,0,0,0,1,3,6,0,0,5
7/31/2012,4,0,0,0,3,10,0,1,0,1,2,2,0,0,0,5
8/1/2012,4,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5
8/2/2012,6,0,1,0,0,0,0,0,0,0,6,0,0,0,0,5
8/3/2012,7,0,3,0,0,4,0,0,0,0,0,0,3,0,0,5
8/4/2012,6,0,2,0,0,1,0,0,0,3,0,1,4,0,0,5
8/5/2012,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
8/6/2012,5,0,1,0,4,4,0,1,0,4,0,1,4,0,0,5
8/7/2012,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,5
8/8/2012,0,0,1,0,2,9,0,0,0,3,2,1,3,0,0,5
8/9/2012,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,5
8/10/2012,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
8/11/2012,1,0,3,0,0,3,0,0,0,1,0,0,0,0,0,5
8/12/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
8/13/2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
8/14/2012,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5
8/15/2012,3,0,1,0,3,2,0,0,0,3,2,0,6,0,0,5
8/16/2012,7,0,1,0,5,4,0,1,0,9,0,2,18,0,0,5
8/17/2012,18,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5
8/18/2012,24,0,5,0,3,0,0,0,0,2,1,0,0,0,0,5
8/19/2012,25,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5
8/20/2012,29,0,1,0,2,1,0,1,0,1,1,0,0,0,0,5
8/21/2012,28,0,1,0,0,1,0,1,0,1,4,0,0,0,0,5
8/22/2012,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
8/23/2012,29,0,9,0,0,0,0,0,0,5,0,0,0,0,0,5
8/24/2012,35,0,13,0,0,0,0,0,0,0,3,0,0,0,0,5
8/25/2012,41,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5
8/26/2012,54,0,12,0,0,0,0,1,0,0,0,0,0,0,0,5
8/27/2012,73,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5
8/28/2012,91,1,14,0,2,0,0,0,0,3,0,0,0,0,0,5
8/29/2012,105,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5
8/30/2012,108,0,9,0,1,0,0,0,0,2,0,0,0,0,0,5
8/31/2012,109,1,18,0,2,19,0,1,4,1,4,0,0,0,0,5
9/1/2012,98,0,12,0,0,2,0,0,0,1,0,0,2,0,0,5
9/2/2012,84,0,24,0,4,47,0,0,1,2,0,0,0,2,0,5
9/3/2012,99,0,17,0,0,39,0,0,0,2,0,0,4,0,1,5
9/4/2012,114,0,16,0,3,24,0,3,1,0,0,0,2,0,0,5
9/5/2012,114,0,18,0,0,36,0,0,1,0,0,0,14,1,0,5
9/6/2012,110,1,6,0,0,47,1,1,0,1,0,0,0,0,0,5
9/7/2012,96,1,14,0,0,54,0,2,2,0,0,0,0,1,0,5
9/8/2012,73,2,13,0,0,28,0,0,0,0,0,0,5,0,0,5
9/9/2012,56,3,12,0,0,31,0,0,1,0,0,0,0,0,0,5
9/10/2012,49,0,15,0,0,31,0,2,3,8,3,0,1,1,0,5
9/11/2012,43,0,8,0,2,16,0,1,1,2,0,0,5,0,2,5
9/12/2012,46,1,21,0,0,12,0,3,0,0,3,0,15,0,0,5
9/13/2012,36,1,16,0,0,20,0,1,0,0,2,0,0,0,0,5
9/14/2012,64,1,9,0,1,0,0,0,0,0,0,1,0,0,1,5
9/15/2012,61,0,11,0,0,4,0,0,0,2,0,0,0,0,1,5
9/16/2012,55,0,5,0,0,5,0,0,0,0,1,0,0,0,0,5
9/17/2012,63,0,0,0,18,14,0,0,1,0,0,0,1,0,0,5
9/18/2012,66,0,15,0,1,24,0,9,0,8,0,0,1,3,0,5
9/19/2012,40,0,12,0,1,19,0,1,1,2,1,0,0,0,3,5
9/20/2012,73,0,11,0,1,16,0,1,0,9,0,0,0,0,0,5
9/21/2012,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
9/22/2012,80,1,15,0,0,22,0,1,0,3,4,1,0,0,0,5
9/23/2012,90,0,4,0,1,16,0,0,1,2,4,1,0,1,0,5
9/24/2012,76,0,12,0,0,37,0,5,1,0,1,0,0,0,1,5
9/25/2012,37,4,6,0,19,78,1,0,2,6,2,5,0,1,2,5
9/26/2012,51,0,9,0,3,26,1,9,0,6,2,0,1,1,0,5
9/27/2012,36,0,3,0,2,13,0,2,0,1,1,1,3,0,0,5
9/28/2012,24,2,3,0,5,31,0,3,2,8,0,0,0,0,0,5
9/29/2012,30,0,10,0,9,24,0,10,1,7,4,5,1,1,1,5
9/30/2012,29,0,1,0,0,3,0,0,0,0,0,0,0,0,0,5
10/1/2012,16,1,2,0,0,14,0,5,4,3,2,1,0,1,2,5
10/2/2012,20,0,4,0,0,8,0,3,1,0,3,0,0,0,1,5
10/3/2012,15,0,2,0,2,24,1,3,5,5,1,1,1,1,0,5
10/4/2012,20,0,4,0,2,20,1,1,5,2,7,1,0,1,2,5
10/5/2012,28,1,3,0,0,5,0,0,0,2,1,0,4,0,0,5
10/6/2012,26,1,2,0,5,22,0,1,0,1,1,2,0,0,1,5
10/7/2012,22,0,1,0,1,2,0,3,4,0,0,0,0,0,0,5
10/8/2012,23,0,0,0,6,13,0,2,0,0,0,1,0,0,0,5
10/9/2012,16,0,3,0,1,17,0,1,1,0,2,0,4,0,0,5
10/10/2012,15,0,10,0,1,13,0,1,0,0,0,0,2,1,0,5
10/11/2012,16,0,3,0,0,16,2,18,1,0,4,0,3,3,0,5
10/12/2012,19,0,4,0,1,12,3,3,0,3,1,2,0,3,0,5
10/13/2012,18,0,2,0,0,15,0,4,1,3,0,2,2,1,0,5
10/14/2012,14,0,3,0,0,3,5,2,0,0,1,0,0,0,0,5
10/15/2012,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5
10/16/2012,3,0,2,0,0,3,0,0,0,1,1,0,0,1,0,5
10/17/2012,2,0,3,0,0,14,0,0,0,1,4,0,0,1,0,5
10/18/2012,4,0,7,0,0,13,2,0,0,0,2,1,0,1,0,5
10/19/2012,4,0,1,0,1,5,2,0,0,0,2,0,0,2,1,5
10/20/2012,6,0,3,0,0,2,0,0,0,0,0,1,1,0,0,5
10/21/2012,6,0,6,0,0,1,0,0,0,0,1,0,0,0,0,5
10/22/2012,5,0,4,0,0,2,0,0,0,0,0,1,0,0,0,5
10/23/2012,3,0,0,0,0,0,0,1,1,2,0,0,0,0,0,5
10/24/2012,3,0,4,0,1,4,0,0,0,1,3,0,0,0,1,5
10/25/2012,2,0,0,0,0,1,2,2,0,0,0,1,1,1,0,5
10/26/2012,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
10/27/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10/28/2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
10/29/2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
10/30/2012,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5
10/31/2012,4,0,3,0,0,2,0,0,0,0,1,0,0,0,0,5
11/1/2012,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
11/2/2012,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5
11/3/2012,4,0,6,0,0,7,0,12,1,1,0,0,0,0,1,5
11/4/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
11/5/2012,0,0,3,0,0,1,0,5,0,1,0,0,0,1,1,5
11/6/2012,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,5
11/7/2012,0,0,4,0,7,1,0,1,0,3,2,0,0,0,0,5
11/8/2012,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5
11/9/2012,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5
11/10/2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
11/11/2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
11/12/2012,0,0,3,0,0,2,0,0,2,1,0,0,0,1,0,5
11/13/2012,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5
11/14/2012,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,5
11/15/2012,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,5
11/16/2012,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
11/17/2012,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5
11/18/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
11/19/2012,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,5
11/20/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
11/21/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
11/22/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
11/23/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
11/24/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
11/25/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
11/26/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
11/27/2012,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5
11/28/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
11/29/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
11/30/2012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
12/1/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
12/2/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/3/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/4/2012,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,5
12/5/2012,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
12/6/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/7/2012,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
12/8/2012,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,5
12/9/2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/10/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/11/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/12/2012,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5
12/13/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
12/14/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/15/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/16/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/17/2012,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
12/18/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
12/19/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
12/20/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/21/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/22/2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
12/23/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/24/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/25/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/26/2012,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5
12/27/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
12/28/2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
12/29/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/30/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12/31/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/1/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/2/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/3/2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
1/4/2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
1/5/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/6/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/7/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/8/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/9/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/13/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/14/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/15/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/16/2013,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5
1/17/2013,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5
1/18/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/19/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/20/2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
1/21/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1/22/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/23/2013,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5
1/24/2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
1/25/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/26/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/27/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/28/2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
1/29/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1/30/2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
1/31/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
