3.144180000000000064e+01,7.437120000000000175e+01
3.144109999999999872e+01,7.435920000000000130e+01
3.144369999999999976e+01,7.434239999999999782e+01
3.145260000000000034e+01,7.428610000000000468e+01
3.145720000000000027e+01,7.428390000000000271e+01
3.146030000000000015e+01,7.428289999999999793e+01
3.147459999999999880e+01,7.428140000000000498e+01
3.149170000000000158e+01,7.431229999999999336e+01
3.150280000000000058e+01,7.435389999999999588e+01
3.144180000000000064e+01,7.437120000000000175e+01
