date,confirmed,Awareness,Larviciding,Fogging,irs,Ovi_Trap,Dewatering,Tyres,Debris,FishSeed,Max_Temp,Min_Temp,Max_Humidity,Min_Humidity,Rainfall
2014-01-01,0,32,70,0,37,2,31,12,353,15,0,0,0,0,0
2014-01-02,0,73,46,0,24,1,43,26,437,7,0,0,0,0,0
2014-01-03,0,40,34,1,21,1,28,7,353,7,0,0,0,0,0
2014-01-04,0,30,26,1,18,0,15,6,355,0,0,0,0,0,0
2014-01-05,0,0,5,0,9,0,0,3,36,0,0,0,0,0,0
2014-01-06,0,17,15,0,4,0,14,7,165,0,0,0,0,0,0
2014-01-07,0,11,2,0,17,0,19,7,181,11,0,0,0,0,0
2014-01-08,0,51,8,0,34,0,9,8,317,0,0,0,0,0,0
2014-01-09,0,8,2,0,10,0,19,8,295,0,0,0,0,0,0
2014-01-10,0,5,4,1,13,0,9,6,452,0,0,0,0,0,0
2014-01-11,0,16,30,0,29,0,10,6,242,0,0,0,0,0,0
2014-01-12,0,0,0,0,14,0,0,0,81,0,0,0,0,0,0
2014-01-13,0,17,13,0,16,1,18,13,585,3,0,0,0,0,0
2014-01-14,0,0,0,0,0,0,0,0,433,0,0,0,0,0,0
2014-01-15,0,35,124,2,30,0,14,18,278,4,0,0,0,0,0
2014-01-16,0,18,70,0,16,3,21,8,441,0,0,0,0,0,0
2014-01-17,0,10,15,0,20,0,10,13,303,0,0,0,0,0,0
2014-01-18,0,4,93,0,9,0,6,5,271,0,0,0,0,0,0
2014-01-19,0,3,4,0,13,0,0,2,111,0,0,0,0,0,0
2014-01-20,0,10,69,0,6,0,8,6,304,0,0,0,0,0,0
2014-01-21,0,10,85,0,0,0,6,8,398,0,0,0,0,0,0
2014-01-22,0,40,3,0,8,1,0,1,482,0,0,0,0,0,0
2014-01-23,0,12,2,0,16,1,3,3,320,4,0,0,0,0,0
2014-01-24,0,8,0,0,2,0,3,1,306,0,0,0,0,0,0
2014-01-25,0,8,124,0,16,1,9,9,307,0,0,0,0,0,0
2014-01-26,0,0,0,0,8,0,1,0,120,0,0,0,0,0,0
2014-01-27,0,37,10,0,16,0,5,9,169,2,0,0,0,0,0
2014-01-28,0,22,39,0,2,1,5,3,314,0,0,0,0,0,0
2014-01-29,0,12,0,0,10,0,3,4,256,3,0,0,0,0,0
2014-01-30,0,28,127,0,31,0,1,9,449,5,0,0,0,0,0
2014-01-31,0,6,9,0,9,0,2,8,311,1,0,0,0,0,0
2014-02-01,0,9,137,0,6,1,4,8,366,0,21.5,9.0,100.0,89.0,0.0
2014-02-02,0,0,0,0,26,0,0,1,134,0,15.0,9.0,94.0,75.0,0.0
2014-02-03,0,5,3,0,8,0,3,1,265,0,17.6,10.0,89.0,74.0,0.0
2014-02-04,0,26,4,0,14,0,6,12,352,0,16.4,7.6,87.0,66.0,0.0
2014-02-05,0,0,0,0,5,0,1,0,375,0,17.6,8.1,83.0,48.0,0.0
2014-02-06,0,15,44,0,3,1,6,12,401,0,21.0,10.5,83.0,84.0,0.0
2014-02-07,0,1,3,0,0,0,7,1,265,0,16.0,8.6,88.0,79.0,14.2
2014-02-08,0,12,7,0,0,0,2,5,211,0,16.0,6.2,93.0,56.0,0.0
2014-02-09,0,0,0,0,11,0,2,3,108,0,19.0,5.8,73.0,41.0,0.0
2014-02-10,0,6,34,0,17,1,2,12,475,0,19.4,6.2,75.0,49.0,0.0
2014-02-11,0,4,1,0,15,0,5,12,319,0,19.6,6.5,86.0,50.0,0.0
2014-02-12,0,3,84,0,4,0,1,0,273,0,19.5,6.5,87.0,39.0,0.0
2014-02-13,0,6,4,0,2,1,0,2,178,0,20.6,5.5,67.0,40.0,0.0
2014-02-14,0,8,0,0,24,1,1,2,283,0,21.5,5.7,87.0,61.0,0.0
2014-02-15,0,12,4,0,0,0,4,15,125,0,18.7,8.2,77.0,70.0,0.1
2014-02-16,0,0,0,0,11,0,1,1,48,0,17.5,5.5,93.0,61.0,4.3
