date,confirmed,Awareness,Larviciding,Fogging,irs,Ovi_Trap,Dewatering,Tyres,Debris,FishSeed,Max_Temp,Min_Temp,Max_Humidity,Min_Humidity,Rainfall
2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02,0,10,9,0,42,1,21,50,670,0,0,0,0,0,0
2015-01-03,0,9,9,0,38,0,36,19,1263,0,0,0,0,0,0
2015-01-04,0,9,0,0,1,0,33,0,1402,0,0,0,0,0,0
2015-01-05,0,13,20,0,34,0,15,48,984,0,0,0,0,0,0
2015-01-06,0,23,13,0,32,0,34,26,957,0,0,0,0,0,0
2015-01-07,0,16,17,0,36,0,53,45,1057,0,0,0,0,0,0
2015-01-08,0,16,18,0,34,0,22,31,926,1,0,0,0,0,0
2015-01-09,0,3,7,0,37,0,25,20,1130,0,0,0,0,0,0
2015-01-10,0,4,22,0,32,1,37,18,840,0,0,0,0,0,0
2015-01-11,0,3,2,0,20,0,9,3,228,0,0,0,0,0,0
2015-01-12,0,0,12,0,38,1,6,19,664,0,0,0,0,0,0
2015-01-13,0,0,11,0,29,0,16,11,910,0,0,0,0,0,0
2015-01-14,0,17,8,0,43,0,39,5,697,0,0,0,0,0,0
2015-01-15,0,0,5,0,35,0,26,29,827,0,0,0,0,0,0
2015-01-16,0,24,2,0,36,0,12,44,834,0,0,0,0,0,0
2015-01-17,0,2,4,0,34,0,33,15,722,0,0,0,0,0,0
2015-01-18,0,3,0,0,15,0,17,21,301,0,0,0,0,0,0
2015-01-19,0,11,10,0,40,0,14,19,616,0,0,0,0,0,0
2015-01-20,0,9,2,0,38,0,31,4,847,0,0,0,0,0,0
2015-01-21,0,18,9,0,26,0,51,21,582,0,0,0,0,0,0
2015-01-22,0,26,3,0,35,0,42,41,687,0,0,0,0,0,0
2015-01-23,0,8,10,0,37,0,24,17,693,0,0,0,0,0,0
2015-01-24,0,11,0,0,28,0,49,25,653,0,0,0,0,0,0
2015-01-25,0,0,0,0,21,0,8,0,184,0,0,0,0,0,0
2015-01-26,0,6,0,0,39,0,21,27,835,0,0,0,0,0,0
2015-01-27,0,6,2,0,31,0,17,22,833,0,0,0,0,0,0
2015-01-28,0,3,1,0,47,1,73,12,663,0,0,0,0,0,0
2015-01-29,0,18,0,0,30,0,54,21,863,0,0,0,0,0,0
2015-01-30,0,9,0,0,35,0,26,30,813,0,0,0,0,0,0
2015-01-31,0,3,1,0,31,0,97,3,482,0,0,0,0,0,0
2015-02-01,0,0,0,0,19,0,22,7,105,0,0,0,0,0,0
2015-02-02,0,2,2,0,36,0,77,9,751,0,0,0,0,0,0
2015-02-03,0,0,0,0,25,0,58,16,335,0,0,0,0,0,0
2015-02-04,0,2,0,0,33,0,79,0,584,0,0,0,0,0,0
2015-02-05,0,1,0,0,0,0,9,15,713,0,0,0,0,0,0
2015-02-06,0,10,0,0,35,0,14,31,438,0,21.3,8.2,81.0,45.0,0.0
2015-02-07,0,17,0,0,38,0,14,0,545,0,0,0,0,0,0
2015-02-08,0,8,0,0,15,0,11,13,71,0,0,0,0,0,0
2015-02-09,0,41,0,0,34,0,48,15,364,0,0,0,0,0,0
2015-02-10,0,4,10,0,40,0,62,21,241,0,0,0,0,0,0
2015-02-11,0,38,9,0,35,0,33,15,228,0,0,0,0,0,0
2015-02-12,0,1,3,0,39,0,52,10,158,0,0,0,0,0,0
2015-02-13,0,0,5,0,33,0,9,5,325,0,0,0,0,0,0
2015-02-14,0,5,6,0,47,0,92,15,193,0,0,0,0,0,0
2015-02-15,0,8,0,0,1,0,14,1,142,0,0,0,0,0,0
2015-02-16,0,2,7,0,39,0,24,7,217,0,0,0,0,0,0
2015-02-17,0,21,13,0,34,0,24,2,224,5,0,0,0,0,0
2015-02-18,0,41,35,0,32,0,13,31,424,0,0,0,0,0,0
2015-02-19,0,6,6,0,29,0,58,3,729,15,0,0,0,0,0
2015-02-20,0,13,4,0,29,0,0,0,487,0,0,0,0,0,0
2015-02-21,0,21,25,0,45,0,5,6,462,0,0,0,0,0,0
2015-02-22,0,0,0,0,18,0,0,0,151,0,0,0,0,0,0
2015-02-23,0,60,36,0,62,0,40,40,470,0,0,0,0,0,0
2015-02-24,0,19,22,0,50,0,140,76,535,0,0,0,0,0,0
2015-02-25,0,90,21,0,45,0,88,19,419,0,0,0,0,0,0
2015-02-26,0,35,25,0,40,0,60,28,577,0,0,0,0,0,0
2015-02-27,0,30,44,0,44,0,63,42,745,0,0,0,0,0,0
2015-02-28,0,43,33,0,46,2,15,55,663,26,0,0,0,0,0
2015-03-01,0,3,0,0,11,0,17,0,86,0,0,0,0,0,0
2015-03-02,0,25,27,0,42,0,91,15,453,4,0,0,0,0,0
2015-03-03,0,101,11,0,33,0,53,30,927,17,0,0,0,0,0
2015-03-04,0,38,39,0,45,1,49,34,859,12,0,0,0,0,0
2015-03-05,0,84,49,0,39,0,38,28,647,6,0,0,0,0,0
2015-03-06,0,61,18,0,40,0,45,83,810,8,0,0,0,0,0
2015-03-07,0,60,25,0,58,0,60,116,601,4,0,0,0,0,0
2015-03-08,0,10,0,0,0,0,23,1,306,0,0,0,0,0,0
2015-03-09,0,136,33,1,43,2,111,93,774,25,0,0,0,0,0
2015-03-10,0,70,46,0,37,0,104,67,776,17,0,0,0,0,0
2015-03-11,0,42,43,0,47,0,126,98,957,10,0,0,0,0,0
2015-03-12,0,118,38,1,55,0,96,145,783,7,0,0,0,0,0
2015-03-13,0,105,56,0,41,0,195,91,1039,2,26.7,12.7,81.0,50.0,0.0
2015-03-14,0,63,79,0,41,0,152,76,1037,6,0,0,0,0,0
2015-03-15,0,34,1,0,28,0,8,9,230,0,0,0,0,0,0
2015-03-16,0,79,15,0,46,1,35,94,362,17,0,0,0,0,0
2015-03-17,0,116,49,0,37,0,24,92,706,14,0,0,0,0,0
2015-03-18,0,99,17,0,51,0,42,92,878,16,0,0,0,0,0
2015-03-19,0,73,37,0,35,0,21,73,853,9,0,0,0,0,0
2015-03-20,0,7,11,0,39,0,27,38,943,7,0,0,0,0,0
2015-03-21,0,145,115,0,134,0,82,134,852,12,0,0,0,0,0
2015-03-22,0,26,36,0,35,0,45,31,138,0,0,0,0,0,0
